iter	Logloss
585	0.3010019931
586	0.3009532896
587	0.3007889492
588	0.3005687443
589	0.3005548213
590	0.3004857442
591	0.3003524087
592	0.3000056724
593	0.2999042778
594	0.2998199774
595	0.2996156497
596	0.2994902236
597	0.2994179205
598	0.2993095917
599	0.2992679425
600	0.2991681371
601	0.2990942836
602	0.2989794355
603	0.2988523421
604	0.2987629313
605	0.2986028048
606	0.2985899757
607	0.2982251177
608	0.2981056021
609	0.2980747351
610	0.2980289545
611	0.2979255848
612	0.2978338213
613	0.2976220084
614	0.2974510671
615	0.2973859849
616	0.2973160049
617	0.2971500421
618	0.2971207923
619	0.2969980446
620	0.2969251788
621	0.296848794
622	0.2967695631
623	0.2966990658
624	0.2966680397
625	0.29660932
626	0.2964679081
627	0.296228161
628	0.296108922
629	0.2959715966
630	0.2959185843
631	0.2957460901
632	0.2956971239
633	0.2956450482
634	0.2956375275
635	0.2955361032
636	0.295476199
637	0.2954371614
638	0.2952251662
639	0.2951342319
640	0.2950686748
641	0.2949331462
642	0.2949225872
643	0.2946928433
644	0.2945732018
645	0.294489254
646	0.2943464336
647	0.2942225766
648	0.2940583964
649	0.2939504301
650	0.2939086662
651	0.2938460931
652	0.2937802778
653	0.2936087977
654	0.2935225895
655	0.2933227119
656	0.293209261
657	0.2931606829
658	0.2930979976
659	0.2930282058
660	0.2928570762
661	0.2927477972
662	0.2926978641
663	0.2926616742
664	0.2925250479
665	0.2924641857
666	0.292273748
667	0.2921774279
668	0.2919362904
669	0.2918053956
670	0.2917088185
671	0.2916394843
672	0.2915679833
673	0.2915062154
674	0.2914213835
675	0.291362067
676	0.2911972999
677	0.2911970686
678	0.2910936823
679	0.2910306273
680	0.2909677502
681	0.2907538591
682	0.2905533484
683	0.2904851785
684	0.2904098919
685	0.2900819268
686	0.2899404616
687	0.2898839939
688	0.2898083453
689	0.2897699119
690	0.2896347955
691	0.2895688933
692	0.2894850201
693	0.2894381068
694	0.2892770766
695	0.2891806335
696	0.2890522722
697	0.2889227219
698	0.2888530773
699	0.2887169183
700	0.2886725463
701	0.288475477
702	0.2884110584
703	0.2883267567
704	0.2881704128
705	0.2880744103
706	0.287996396
707	0.2877177644
708	0.2874887956
709	0.2874417408
710	0.2873322483
711	0.287298751
712	0.2872441053
713	0.2871435275
714	0.2870171103
715	0.2868514593
716	0.286803005
717	0.2867284566
718	0.2866962894
719	0.2866445267
720	0.2864582768
721	0.2864466844
722	0.2862340155
723	0.2860014072
724	0.2859808618
725	0.2858413286
726	0.2857011845
727	0.2855569619
728	0.2854141202
729	0.2852836642
730	0.2852728026
731	0.2851384874
732	0.2849672656
733	0.28485748
734	0.2848290158
735	0.2846391303
736	0.2845479625
737	0.2845194549
738	0.2844685025
739	0.2842797229
740	0.2841825151
741	0.283992789
742	0.283733277
743	0.2837012319
744	0.2835207528
745	0.2834893997
746	0.2834388914
747	0.2832882808
748	0.2832156304
749	0.2831075643
750	0.2829321952
751	0.28285014
752	0.2828290142
753	0.2827202369
754	0.2824980153
755	0.2823192478
756	0.2821772606
757	0.281937243
758	0.2819046132
759	0.2817890406
760	0.2816959993
761	0.2814856208
762	0.2814568877
763	0.2812043437
764	0.2811071218
765	0.2810330763
766	0.2809625153
767	0.2809469903
768	0.2808261554
769	0.2806388434
770	0.2805393241
771	0.2804442262
772	0.2804016825
773	0.2803019601
774	0.28020355
775	0.2801208284
776	0.2800917805
777	0.2799582287
778	0.2798553603
779	0.2797628279
780	0.2796602418
781	0.279512676
782	0.2794678921
783	0.2793423869
784	0.2793060866
785	0.2791576568
786	0.2788467695
787	0.278676857
788	0.2786149634
789	0.2784823592
790	0.278366533
791	0.2783437852
792	0.2782688511
793	0.2780588307
794	0.2779212143
795	0.2778400675
796	0.2777186108
797	0.2776554302
798	0.2775644912
799	0.277496265
800	0.277473259
801	0.2774243586
802	0.2772105602
803	0.277028909
804	0.27690719
805	0.2768035091
806	0.276692778
807	0.2766317798
808	0.2765892575
809	0.2765566331
810	0.276492938
811	0.2764468977
812	0.2764089824
813	0.2760463695
814	0.2759681773
815	0.2758973843
816	0.2758800693
817	0.2758215129
818	0.2757386296
819	0.2756966058
820	0.2755719607
821	0.2754970617
822	0.2753186697
823	0.2752374304
824	0.2751800395
825	0.2750719543
826	0.2750175869
827	0.2749225376
828	0.2747587522
829	0.2746137246
830	0.2745441375
831	0.2745036956
832	0.2744226581
833	0.2742836476
834	0.274278425
835	0.2739327466
836	0.2738017787
837	0.273718616
838	0.273680857
839	0.2736115678
840	0.2735415446
841	0.2734397841
842	0.2733435973
843	0.2731929782
844	0.2730681501
845	0.2729163093
846	0.2728745325
847	0.2728315128
848	0.2727920378
849	0.2727754787
850	0.2724574611
851	0.2723812017
852	0.2722639363
853	0.2721945613
854	0.2720916992
855	0.2719948661
856	0.2718390867
857	0.2717989276
858	0.2716483274
859	0.2715785566
860	0.2713750179
861	0.2712995484
862	0.2712472868
863	0.271146552
864	0.2710440154
865	0.270852025
866	0.270638119
867	0.2706329156
868	0.2706072006
869	0.2704461285
870	0.2703102967
871	0.2701861703
872	0.2701139912
873	0.2698411369
874	0.2696375815
875	0.2695780346
876	0.2694694459
877	0.2694016352
878	0.2692152127
879	0.2691712509
880	0.2691441668
881	0.2691132215
882	0.2689999606
883	0.2688433316
884	0.2687138951
885	0.2686242973
886	0.2684510891
887	0.2682977384
888	0.2682374703
889	0.2680833965
890	0.2680014216
891	0.2679909242
892	0.2679616747
893	0.2678662426
894	0.2676954074
895	0.267575032
896	0.2675321449
897	0.2674593802
898	0.2674358976
899	0.267332463
900	0.2673061518
901	0.267214969
902	0.2670938897
903	0.2669754807
904	0.266839824
905	0.2667574894
906	0.2667192779
907	0.2665639039
908	0.2664733906
909	0.2663866153
910	0.2662791871
911	0.2661754127
912	0.2661004626
913	0.2660394033
914	0.2660227147
915	0.265970687
916	0.2659291936
917	0.2656973594
918	0.2656330755
919	0.2655954207
920	0.2653558753
921	0.2651708411
922	0.2650815037
923	0.2650277885
924	0.2648031534
925	0.2646236788
926	0.2644997807
927	0.264369302
928	0.2642834388
929	0.2642191802
930	0.2640152138
931	0.2639698697
932	0.2639362451
933	0.2638633105
934	0.2637881986
935	0.2636815881
936	0.263578208
937	0.2635037838
938	0.2634992092
939	0.2634567028
940	0.2633789375
941	0.2633100079
942	0.2631870584
943	0.2630933591
944	0.2629682179
945	0.2629327637
946	0.262798804
947	0.2627743489
948	0.2626556053
949	0.2626177516
950	0.2625686787
951	0.2624554087
952	0.262323781
953	0.2622663711
954	0.2622257066
955	0.2621951507
956	0.2620645557
957	0.262012924
958	0.2619990522
959	0.2617097035
960	0.2616264234
961	0.2615277655
962	0.2614530445
963	0.261392664
964	0.2611592574
965	0.2611355807
966	0.2611064195
967	0.2610643988
968	0.2609004031
969	0.2607441624
970	0.2605384878
971	0.2604974367
972	0.260277861
973	0.2601912722
974	0.2600937142
975	0.2599957491
976	0.2599497256
977	0.2599135488
978	0.2598708477
979	0.2596826412
980	0.2595968335
981	0.2594990745
982	0.2593532252
983	0.2593275186
984	0.2592716034
985	0.259086239
986	0.2590780251
987	0.2590228975
988	0.2588560182
989	0.2588053528
990	0.2586846382
991	0.2584468398
992	0.2584037663
993	0.258308089
994	0.2581493787
995	0.2581059278
996	0.2579384185
997	0.2578738714
998	0.2577023507
999	0.257625871
